# Japanese candidate prior for offline ranking.
# Format: reading<TAB>candidate<TAB>priority
# priority: 3=move forward by up to 3 positions, 2=up to 2, 1=up to 1.
# Curated general vocabulary and common inflections; no external corpus text is included.
# Entries: 2000
あつめて	集めて	1
あつめない	集めない	1
あつめました	集めました	1
あつめます	集めます	1
あつめる	集める	2
あと	後	2
あとで	後で	3
あに	兄	2
あね	姉	2
あびた	浴びた	1
あびたい	浴びたい	1
あびて	浴びて	1
あびない	浴びない	1
あびました	浴びました	1
あびます	浴びます	1
あびる	浴びる	2
あぶない	危ない	2
あぶなかった	危なかった	1
あぶなく	危なく	1
あぶなくて	危なくて	1
あぶなくない	危なくない	1
あぶら	油	1
あまい	甘い	2
あまかった	甘かった	1
あまく	甘く	1
あまくて	甘くて	1
あまくない	甘くない	1
あめ	雨	2
あらいました	洗いました	1
あらいます	洗います	1
あらう	洗う	2
あらった	洗った	1
あらって	洗って	1
ありがとう	ありがとう	3
ありがとうございます	ありがとうございます	3
ありました	ありました	1
あります	あります	1
ある	ある	3
あるいた	歩いた	1
あるきました	歩きました	1
あるきます	歩きます	1
あるく	歩く	2
あんけーと	アンケート	1
あんごう	暗号	1
あんしん	安心	2
あんしんした	安心した	1
あんしんして	安心して	1
あんしんしました	安心しました	1
あんしんします	安心します	1
あんしんする	安心する	1
あんぜん	安全	2
あんない	案内	2
あんないした	案内した	1
あんないして	案内して	1
あんないしました	案内しました	1
あんないします	案内します	1
あんないする	案内する	1
いい	いい	3
いいえ	いいえ	3
いいました	言いました	1
いいます	言います	1
いう	言う	2
いえ	家	2
いがい	以外	2
いき	息	1
いきかた	行き方	2
いきました	行きました	1
いきます	行きます	1
いきもの	生き物	1
いく	行く	3
いけん	意見	2
いし	石	1
いしゃ	医者	2
いじょう	以上	2
いす	椅子	2
いそがしい	忙しい	2
いそぐ	急ぐ	2
いただく	いただく	2
いちど	一度	2
いちにち	一日	2
いつ	いつ	3
いつか	いつか	2
いっしょ	一緒	3
いった	言った	1
いった	行った	1
いって	言って	1
いっぱい	いっぱい	2
いつも	いつも	3
いどう	移動	2
いどうした	移動した	1
いどうして	移動して	1
いどうしました	移動しました	1
いどうします	移動します	1
いどうする	移動する	1
いとこ	いとこ	1
いぬ	犬	2
いのった	祈った	1
いのりました	祈りました	1
いのります	祈ります	1
いのる	祈る	2
いべんと	イベント	2
いま	今	3
いみ	意味	2
いもうと	妹	2
いらない	いらない	2
いりぐち	入口	2
いりょう	医療	1
いる	いる	3
いれた	入れた	1
いれたい	入れたい	1
いれて	入れて	1
いれない	入れない	1
いれました	入れました	1
いれます	入れます	1
いれる	入れる	3
いろ	色	2
いろいろ	いろいろ	2
いんさつ	印刷	2
いんさつした	印刷した	1
いんさつして	印刷して	1
いんさつしました	印刷しました	1
いんさつします	印刷します	1
いんさつする	印刷する	1
いんしょう	印象	1
いんたーねっと	インターネット	2
うえ	上	2
うけた	受けた	1
うけたい	受けたい	1
うけつけ	受付	2
うけて	受けて	1
うけない	受けない	1
うけました	受けました	1
うけます	受けます	1
うける	受ける	2
うごかす	動かす	2
うごく	動く	2
うしろ	後ろ	2
うすい	薄い	2
うすかった	薄かった	1
うすく	薄く	1
うすくて	薄くて	1
うすくない	薄くない	1
うた	歌	2
うたいました	歌いました	1
うたいます	歌います	1
うたう	歌う	2
うたった	歌った	1
うたって	歌って	1
うち	家	1
うちました	打ちました	1
うちます	打ちます	1
うつ	打つ	2
うった	打った	1
うった	売った	1
うで	腕	1
うまい	うまい	1
うまかった	うまかった	1
うまく	うまく	1
うまくて	うまくて	1
うまくない	うまくない	1
うまれた	生まれた	1
うまれたい	生まれたい	1
うまれて	生まれて	1
うまれない	生まれない	1
うまれました	生まれました	1
うまれます	生まれます	1
うまれる	生まれる	2
うみ	海	2
うりました	売りました	1
うります	売ります	1
うる	売る	2
うれしい	嬉しい	2
うれしかった	嬉しかった	1
うれしく	嬉しく	1
うれしくて	嬉しくて	1
うれしくない	嬉しくない	1
うわぎ	上着	1
うん	うん	2
うんてん	運転	2
うんてんした	運転した	1
うんてんして	運転して	1
うんてんしました	運転しました	1
うんてんします	運転します	1
うんてんする	運転する	1
えあこん	エアコン	2
えいが	映画	2
えいきょう	影響	1
えがお	笑顔	2
えき	駅	3
えだ	枝	1
えらー	エラー	2
えらびました	選びました	1
えらびます	選びます	1
えらぶ	選ぶ	2
えらんだ	選んだ	1
えれべーたー	エレベーター	2
えんりょ	遠慮	2
えんりょした	遠慮した	1
えんりょして	遠慮して	1
えんりょしました	遠慮しました	1
えんりょします	遠慮します	1
えんりょする	遠慮する	1
おいしい	美味しい	2
おいしかった	美味しかった	1
おいしく	美味しく	1
おいしくて	美味しくて	1
おいしくない	美味しくない	1
おうち	お家	2
おおい	多い	3
おおかった	多かった	1
おおきい	大きい	3
おおきかった	大きかった	1
おおきく	大きく	1
おおきくて	大きくて	1
おおきくない	大きくない	1
おおく	多く	1
おおくて	多くて	1
おおくない	多くない	1
おかえり	おかえり	2
おかえりなさい	おかえりなさい	2
おかげ	おかげ	2
おかし	お菓子	2
おかしい	おかしい	2
おかしかった	おかしかった	1
おかしく	おかしく	1
おかしくて	おかしくて	1
おかしくない	おかしくない	1
おかず	おかず	1
おかね	お金	3
おきゃくさま	お客様	2
おきる	起きる	2
おく	置く	2
おくった	送った	1
おくりました	送りました	1
おくります	送ります	1
おくる	送る	3
おくれた	遅れた	1
おくれたい	遅れたい	1
おくれて	遅れて	1
おくれない	遅れない	1
おくれました	遅れました	1
おくれます	遅れます	1
おくれる	遅れる	2
おこった	起こった	1
おこりました	起こりました	1
おこります	起こります	1
おこる	起こる	2
おじ	叔父	1
おじいさん	おじいさん	2
おしえた	教えた	1
おしえたい	教えたい	1
おしえて	教えて	1
おしえない	教えない	1
おしえました	教えました	1
おしえます	教えます	1
おしえる	教える	3
おした	押した	1
おしました	押しました	1
おします	押します	1
おしらせ	お知らせ	3
おす	押す	2
おそい	遅い	3
おそかった	遅かった	1
おそく	遅く	1
おそくて	遅くて	1
おそくない	遅くない	1
おちゃ	お茶	2
おつかれさま	お疲れ様	3
おつかれさまです	お疲れ様です	3
おてあらい	お手洗い	2
おてつだい	お手伝い	1
おとうさん	お父さん	2
おとうと	弟	2
おなじ	同じ	3
おなまえ	お名前	2
おねえさん	お姉さん	2
おねがい	お願い	3
おねがいします	お願いします	3
おば	叔母	1
おばあさん	おばあさん	2
おはよう	おはよう	3
おはようございます	おはようございます	3
おべんとう	お弁当	2
おぼえた	覚えた	1
おぼえたい	覚えたい	1
おぼえて	覚えて	1
おぼえない	覚えない	1
おぼえました	覚えました	1
おぼえます	覚えます	1
おぼえる	覚える	2
おまちください	お待ちください	3
おみやげ	お土産	2
おめでとう	おめでとう	2
おめでとうございます	おめでとうございます	2
おもい	重い	2
おもいました	思いました	1
おもいます	思います	1
おもう	思う	3
おもかった	重かった	1
おもく	重く	1
おもくて	重くて	1
おもくない	重くない	1
おもしろい	面白い	2
おもしろかった	面白かった	1
おもしろく	面白く	1
おもしろくて	面白くて	1
おもしろくない	面白くない	1
おもった	思った	1
おもって	思って	1
おや	親	2
おやすみ	おやすみ	2
おやすみなさい	おやすみなさい	2
おゆ	お湯	2
およいだ	泳いだ	1
およぎました	泳ぎました	1
およぎます	泳ぎます	1
およぐ	泳ぐ	2
おりた	降りた	1
おりたい	降りたい	1
おりて	降りて	1
おりない	降りない	1
おりました	降りました	1
おります	降ります	1
おりる	降りる	2
おわった	終わった	1
おわりました	終わりました	1
おわります	終わります	1
おわる	終わる	3
おんがく	音楽	2
おんな	女	2
おんなのこ	女の子	2
かーど	カード	2
かいがん	海岸	1
かいぎ	会議	3
かいけい	会計	2
かいし	開始	2
かいしした	開始した	1
かいしして	開始して	1
かいししました	開始しました	1
かいしします	開始します	1
かいしする	開始する	1
かいしゃ	会社	3
かいじょう	会場	2
かいた	書いた	1
かいだん	階段	2
かいとう	回答	2
かいとうした	回答した	1
かいとうして	回答して	1
かいとうしました	回答しました	1
かいとうします	回答します	1
かいとうする	回答する	1
かいました	買いました	1
かいます	買います	1
かいもの	買い物	3
かいものした	買い物した	1
かいものして	買い物して	1
かいものしました	買い物しました	1
かいものします	買い物します	1
かいものする	買い物する	1
かいわ	会話	2
かう	買う	2
かえした	返した	1
かえしました	返しました	1
かえします	返します	1
かえす	返す	2
かえた	変えた	1
かえたい	変えたい	1
かえった	帰った	1
かえて	変えて	1
かえない	変えない	1
かえました	変えました	1
かえます	変えます	1
かえりました	帰りました	1
かえります	帰ります	1
かえる	帰る	2
かえる	変える	2
かお	顔	2
かがみ	鏡	2
かかる	かかる	2
かぎ	鍵	2
かきました	書きました	1
かきます	書きます	1
かく	書く	3
かくど	角度	1
かくにん	確認	3
かくにんした	確認した	1
かくにんして	確認して	1
かくにんしてください	確認してください	3
かくにんしました	確認しました	3
かくにんします	確認します	3
かくにんする	確認する	1
かけた	掛けた	1
かけたい	掛けたい	1
かけて	掛けて	1
かけない	掛けない	1
かけました	掛けました	1
かけます	掛けます	1
かける	掛ける	2
かこ	過去	2
かし	菓子	1
かしだし	貸し出し	1
かぜ	風邪	2
かせいだ	稼いだ	1
かせぎました	稼ぎました	1
かせぎます	稼ぎます	1
かせぐ	稼ぐ	2
がぞう	画像	2
かぞく	家族	3
かた	方	1
かたち	形	2
かち	価値	1
かちました	勝ちました	1
かちます	勝ちます	1
かつ	勝つ	2
がっこう	学校	3
かった	勝った	1
かった	買った	1
かって	買って	1
かてい	家庭	2
かならず	必ず	2
かのう	可能	3
かのじょ	彼女	2
かばん	鞄	2
かべ	壁	2
かみ	紙	1
かみのけ	髪の毛	2
がめん	画面	2
かよいました	通いました	1
かよいます	通います	1
かよう	通う	2
かようび	火曜日	3
かよった	通った	1
かよって	通って	1
からー	カラー	1
からあげ	唐揚げ	2
からい	辛い	2
からかった	辛かった	1
からく	辛く	1
からくて	辛くて	1
からくない	辛くない	1
からだ	体	2
かりた	借りた	1
かりたい	借りたい	1
かりて	借りて	1
かりない	借りない	1
かりました	借りました	1
かります	借ります	1
かりる	借りる	2
かるい	軽い	2
かるかった	軽かった	1
かるく	軽く	1
かるくて	軽くて	1
かるくない	軽くない	1
かれ	彼	2
かれー	カレー	2
かわ	川	2
かわいい	可愛い	2
かわいかった	可愛かった	1
かわいく	可愛く	1
かわいくて	可愛くて	1
かわいくない	可愛くない	1
かわいた	乾いた	1
かわきました	乾きました	1
かわきます	乾きます	1
かわく	乾く	2
かわった	変わった	1
かわりました	変わりました	1
かわります	変わります	1
かわる	変わる	2
かんがえた	考えた	1
かんがえたい	考えたい	1
かんがえて	考えて	1
かんがえない	考えない	1
かんがえました	考えました	1
かんがえます	考えます	1
かんがえる	考える	3
かんきょう	環境	2
かんけい	関係	2
かんじた	感じた	1
かんじたい	感じたい	1
かんじて	感じて	1
かんじない	感じない	1
かんじました	感じました	1
かんじます	感じます	1
かんじる	感じる	2
かんそう	感想	2
かんたん	簡単	3
かんたんです	簡単です	2
かんり	管理	2
かんりした	管理した	1
かんりして	管理して	1
かんりしました	管理しました	1
かんりします	管理します	1
かんりする	管理する	1
きいた	聞いた	1
きえる	消える	2
きおく	記憶	1
きおん	気温	2
きかく	企画	2
きかん	期間	2
きき	機器	1
ききました	聞きました	1
ききます	聞きます	1
きく	聞く	3
きげん	期限	2
きこえた	聞こえた	1
きこえたい	聞こえたい	1
きこえて	聞こえて	1
きこえない	聞こえない	1
きこえました	聞こえました	1
きこえます	聞こえます	1
きこえる	聞こえる	2
きじ	記事	2
きせつ	季節	2
きそく	規則	1
きた	着た	1
きたい	期待	2
きたい	着たい	1
きっさてん	喫茶店	2
きっちん	キッチン	2
きっぷ	切符	2
きて	着て	1
きどう	起動	2
きどうした	起動した	1
きどうして	起動して	1
きどうしました	起動しました	1
きどうします	起動します	1
きどうする	起動する	1
きない	着ない	1
きのう	機能	1
きのう	昨日	3
きびしい	厳しい	2
きびしかった	厳しかった	1
きびしく	厳しく	1
きびしくて	厳しくて	1
きびしくない	厳しくない	1
きぼう	希望	2
きました	着ました	1
きます	着ます	1
きまった	決まった	1
きまりました	決まりました	1
きまります	決まります	1
きまる	決まる	2
きめた	決めた	1
きめたい	決めたい	1
きめて	決めて	1
きめない	決めない	1
きめました	決めました	1
きめます	決めます	1
きめる	決める	3
きもち	気持ち	3
きゃく	客	2
きゃんせる	キャンセル	2
きゅう	急	1
きゅうけい	休憩	2
きゅうじつ	休日	2
きゅうりょう	給料	2
きょう	今日	3
きょうしつ	教室	2
きょうだい	兄弟	2
きょうみ	興味	2
きょうゆう	共有	3
きょうゆうした	共有した	1
きょうゆうして	共有して	1
きょうゆうしました	共有しました	1
きょうゆうします	共有します	1
きょうゆうする	共有する	1
きょねん	去年	2
きょり	距離	2
きる	着る	1
きれい	きれい	2
きろく	記録	2
ぎんこう	銀行	3
きんようび	金曜日	3
くうき	空気	2
くうこう	空港	2
くすり	薬	3
くつ	靴	2
くび	首	1
くも	雲	1
くらい	暗い	2
くらかった	暗かった	1
くらく	暗く	1
くらくて	暗くて	1
くらくない	暗くない	1
くらべた	比べた	1
くらべたい	比べたい	1
くらべて	比べて	1
くらべない	比べない	1
くらべました	比べました	1
くらべます	比べます	1
くらべる	比べる	2
くる	来る	3
くるま	車	3
くわしい	詳しい	2
けいかく	計画	3
けいけん	経験	2
けいさつ	警察	2
けいたい	携帯	3
けいやく	契約	2
けーき	ケーキ	2
げーむ	ゲーム	2
けしき	景色	2
けした	消した	1
けしました	消しました	1
けします	消します	1
けしょう	化粧	1
けす	消す	2
けっか	結果	3
けっこん	結婚	2
けってい	決定	3
げつようび	月曜日	3
けん	件	1
げんいん	原因	2
げんき	元気	3
けんこう	健康	2
げんざい	現在	2
けんさく	検索	3
けんさくした	検索した	1
けんさくして	検索して	1
けんさくしました	検索しました	1
けんさくします	検索します	1
けんさくする	検索する	1
けんとう	検討	2
けんとうした	検討した	1
けんとうして	検討して	1
けんとうしました	検討しました	1
けんとうします	検討します	1
けんとうする	検討する	1
げんば	現場	2
けんり	権利	1
ごいけん	ご意見	2
こうえん	公園	2
こうえん	公演	1
こうかん	交換	2
こうかんした	交換した	1
こうかんして	交換して	1
こうかんしました	交換しました	1
こうかんします	交換します	1
こうかんする	交換する	1
こうこう	高校	2
こうこく	広告	2
こうざ	口座	2
こうじ	工事	2
こうじょう	工場	2
こうしん	更新	3
こうしんした	更新した	1
こうしんして	更新して	1
こうしんしました	更新しました	1
こうしんします	更新します	1
こうしんする	更新する	1
こうつう	交通	2
こうどう	行動	2
こうにゅう	購入	2
こうにゅうした	購入した	1
こうにゅうして	購入して	1
こうにゅうしました	購入しました	1
こうにゅうします	購入します	1
こうにゅうする	購入する	1
こうばん	交番	1
こえ	声	2
こーす	コース	2
こーひー	コーヒー	3
こくない	国内	2
ここ	ここ	3
ごご	午後	3
こころ	心	2
こしょう	故障	2
ごぜん	午前	3
こたえ	答え	2
こたえた	答えた	1
こたえたい	答えたい	1
こたえて	答えて	1
こたえない	答えない	1
こたえました	答えました	1
こたえます	答えます	1
こたえる	答える	2
こたつ	こたつ	1
こっぷ	コップ	2
こと	こと	3
ことし	今年	3
ことば	言葉	2
こども	子ども	3
このあと	この後	3
このまま	このまま	2
ごはん	ご飯	3
こまかい	細かい	2
こまかかった	細かかった	1
こまかく	細かく	1
こまかくて	細かくて	1
こまかくない	細かくない	1
こまった	困った	1
こまりました	困りました	1
こまります	困ります	1
こまる	困る	2
こめ	米	2
ごめん	ごめん	3
こめんと	コメント	2
ごめんなさい	ごめんなさい	3
これ	これ	3
これから	これから	3
ころびました	転びました	1
ころびます	転びます	1
ころぶ	転ぶ	2
ころんだ	転んだ	1
こわれた	壊れた	1
こわれたい	壊れたい	1
こわれて	壊れて	1
こわれない	壊れない	1
こわれました	壊れました	1
こわれます	壊れます	1
こわれる	壊れる	2
こんかい	今回	3
こんげつ	今月	3
こんしゅう	今週	3
こんにちは	こんにちは	3
こんばんは	こんばんは	3
こんびに	コンビニ	3
さーびす	サービス	2
さいきん	最近	3
さいご	最後	3
さいしょ	最初	3
さいず	サイズ	2
さいせい	再生	2
さいせいした	再生した	1
さいせいして	再生して	1
さいせいしました	再生しました	1
さいせいします	再生します	1
さいせいする	再生する	1
さいた	咲いた	1
さいふ	財布	2
さがした	探した	1
さがしました	探しました	1
さがします	探します	1
さがす	探す	3
さがった	下がった	1
さかな	魚	2
さがりました	下がりました	1
さがります	下がります	1
さがる	下がる	2
さき	先	2
さきほど	先ほど	3
さきました	咲きました	1
さきます	咲きます	1
さぎょう	作業	3
さく	咲く	2
さくじょ	削除	3
さくじょした	削除した	1
さくじょして	削除して	1
さくじょしました	削除しました	1
さくじょします	削除します	1
さくじょする	削除する	1
さくせい	作成	3
さくせいした	作成した	1
さくせいして	作成して	1
さくせいしました	作成しました	1
さくせいします	作成します	1
さくせいする	作成する	1
さくら	桜	2
ざせき	座席	2
さそいました	誘いました	1
さそいます	誘います	1
さそう	誘う	2
さそった	誘った	1
さそって	誘って	1
さつえい	撮影	2
さつえいした	撮影した	1
さつえいして	撮影して	1
さつえいしました	撮影しました	1
さつえいします	撮影します	1
さつえいする	撮影する	1
さびしい	寂しい	2
さびしかった	寂しかった	1
さびしく	寂しく	1
さびしくて	寂しくて	1
さびしくない	寂しくない	1
さむい	寒い	2
さむかった	寒かった	1
さむく	寒く	1
さむくて	寒くて	1
さむくない	寒くない	1
さら	皿	2
さらいしゅう	再来週	2
さわいだ	騒いだ	1
さわぎました	騒ぎました	1
さわぎます	騒ぎます	1
さわぐ	騒ぐ	2
さんか	参加	3
さんかした	参加した	1
さんかして	参加して	1
さんかしました	参加しました	1
さんかします	参加します	1
さんかする	参加する	1
ざんねん	残念	2
しあい	試合	2
しーと	シート	2
じかん	時間	3
じかんがある	時間がある	2
じかんがない	時間がない	2
じかんたい	時間帯	2
しけん	試験	2
じこ	事故	2
しごと	仕事	3
しせつ	施設	2
しぜん	自然	2
した	下	2
したぎ	下着	1
じっか	実家	2
しった	知った	1
しつもん	質問	3
しつもんした	質問した	1
しつもんして	質問して	1
しつもんしました	質問しました	1
しつもんします	質問します	1
しつもんする	質問する	1
じてん	時点	1
じてんしゃ	自転車	2
じどう	自動	2
しばらく	しばらく	2
じぶん	自分	3
しま	島	2
しまいました	しまいました	1
しまいます	しまいます	1
しまう	しまう	1
しまった	しまった	1
しめきり	締め切り	2
しめる	閉める	2
しゃしん	写真	3
しゃちょう	社長	2
しゃべった	しゃべった	1
しゃべりました	しゃべりました	1
しゃべります	しゃべります	1
しゃべる	しゃべる	2
しゃわー	シャワー	2
じゅうしょ	住所	3
しゅうせい	修正	3
しゅうせいした	修正した	1
しゅうせいして	修正して	1
しゅうせいしました	修正しました	1
しゅうせいします	修正します	1
しゅうせいする	修正する	1
しゅうまつ	週末	3
しゅうりょう	終了	2
しゅうりょうした	終了した	1
しゅうりょうして	終了して	1
しゅうりょうしました	終了しました	1
しゅうりょうします	終了します	1
しゅうりょうする	終了する	1
じゅぎょう	授業	2
しゅくだい	宿題	2
じゅしん	受信	2
じゅしんした	受信した	1
じゅしんして	受信して	1
じゅしんしました	受信しました	1
じゅしんします	受信します	1
じゅしんする	受信する	1
しゅっせき	出席	2
しゅっせきした	出席した	1
しゅっせきして	出席して	1
しゅっせきしました	出席しました	1
しゅっせきします	出席します	1
しゅっせきする	出席する	1
しゅっぱつ	出発	2
しゅっぱつした	出発した	1
しゅっぱつして	出発して	1
しゅっぱつしました	出発しました	1
しゅっぱつします	出発します	1
しゅっぱつする	出発する	1
しゅみ	趣味	2
しゅるい	種類	2
じゅんび	準備	3
じゅんびした	準備した	1
じゅんびして	準備して	1
じゅんびしました	準備しました	1
じゅんびします	準備します	1
じゅんびする	準備する	1
しょうかい	紹介	2
しょうかいした	紹介した	1
しょうかいして	紹介して	1
しょうかいしました	紹介しました	1
しょうかいします	紹介します	1
しょうかいする	紹介する	1
じょうけん	条件	2
しょうさい	詳細	3
じょうたい	状態	2
しょうち	承知	3
しょうひん	商品	3
じょうほう	情報	3
しょくじ	食事	2
しょり	処理	2
しょりした	処理した	1
しょりして	処理して	1
しょりしました	処理しました	1
しょりします	処理します	1
しょりする	処理する	1
しょるい	書類	2
しらせた	知らせた	1
しらせたい	知らせたい	1
しらせて	知らせて	1
しらせない	知らせない	1
しらせました	知らせました	1
しらせます	知らせます	1
しらせる	知らせる	2
しらべた	調べた	1
しらべたい	調べたい	1
しらべて	調べて	1
しらべない	調べない	1
しらべました	調べました	1
しらべます	調べます	1
しらべる	調べる	2
しりました	知りました	1
しります	知ります	1
しる	知る	2
しろい	白い	2
しんごう	信号	2
しんじた	信じた	1
しんじて	信じて	1
しんじない	信じない	1
しんじました	信じました	1
しんじます	信じます	1
しんじる	信じる	2
しんせき	親戚	1
しんぱい	心配	3
しんぱいした	心配した	1
しんぱいして	心配して	1
しんぱいしました	心配しました	1
しんぱいします	心配します	1
しんぱいする	心配する	1
しんぶん	新聞	2
すいました	吸いました	1
すいます	吸います	1
すいみん	睡眠	2
すいようび	水曜日	3
すう	吸う	2
すーぱー	スーパー	3
すぐ	すぐ	3
すくない	少ない	3
すくなかった	少なかった	1
すくなく	少なく	1
すくなくて	少なくて	1
すくなくない	少なくない	1
すけじゅーる	スケジュール	3
すごい	すごい	2
すごかった	すごかった	1
すごく	すごく	1
すごくて	すごくて	1
すごくない	すごくない	1
すこし	少し	3
すずしい	涼しい	2
すすみました	進みました	1
すすみます	進みます	1
すすむ	進む	2
すすめる	進める	2
すすんだ	進んだ	1
すった	吸った	1
すてた	捨てた	1
すてて	捨てて	1
すてない	捨てない	1
すてました	捨てました	1
すてます	捨てます	1
すてる	捨てる	2
すまーとふぉん	スマートフォン	2
すまほ	スマホ	3
すみました	住みました	1
すみます	住みます	1
すみません	すみません	3
すむ	住む	1
すわった	座った	1
すわりました	座りました	1
すわります	座ります	1
すわる	座る	2
すんだ	住んだ	1
せいかく	性格	2
せいかつ	生活	2
せいと	生徒	2
せいひん	製品	2
せいり	整理	2
せいりした	整理した	1
せいりして	整理して	1
せいりしました	整理しました	1
せいりします	整理します	1
せいりする	整理する	1
せかい	世界	2
せき	席	2
せきにん	責任	2
せつぞく	接続	2
せつぞくした	接続した	1
せつぞくして	接続して	1
せつぞくしました	接続しました	1
せつぞくします	接続します	1
せつぞくする	接続する	1
せってい	設定	3
せっていした	設定した	1
せっていして	設定して	1
せっていしました	設定しました	1
せっていします	設定します	1
せっていする	設定する	1
せつび	設備	1
せつめい	説明	3
せつめいした	説明した	1
せつめいして	説明して	1
せつめいしました	説明しました	1
せつめいします	説明します	1
せつめいする	説明する	1
せなか	背中	1
せんしゅう	先週	3
せんたく	選択	3
せんたくした	選択した	1
せんたくして	選択して	1
せんたくしました	選択しました	1
せんたくします	選択します	1
せんたくする	選択する	1
せんぱい	先輩	2
ぜんぶ	全部	3
せんもん	専門	2
そうこ	倉庫	1
そうさ	操作	2
そうさした	操作した	1
そうさして	操作して	1
そうさしました	操作しました	1
そうさします	操作します	1
そうさする	操作する	1
そうじ	掃除	2
そうじした	掃除した	1
そうじして	掃除して	1
そうじしました	掃除しました	1
そうじします	掃除します	1
そうじする	掃除する	1
そうしん	送信	3
そうしんした	送信した	1
そうしんして	送信して	1
そうしんしました	送信しました	1
そうしんします	送信します	1
そうしんする	送信する	1
そうだん	相談	3
そうだんした	相談した	1
そうだんして	相談して	1
そうだんしました	相談しました	1
そうだんします	相談します	1
そうだんする	相談する	1
そうです	そうです	2
そうりょう	送料	2
そこ	そこ	3
そして	そして	2
そちら	そちら	3
そと	外	2
そのあと	その後	3
そのまま	そのまま	2
そふと	ソフト	2
たいおう	対応	3
たいおうした	対応した	1
たいおうして	対応して	1
たいおうしました	対応しました	1
たいおうします	対応します	1
たいおうする	対応する	1
だいがく	大学	2
だいじ	大事	2
だいじょうぶ	大丈夫	3
たいせつ	大切	3
たいちょう	体調	3
だいどころ	台所	2
たいとる	タイトル	2
たいぷ	タイプ	2
たいへん	大変	3
たいみんぐ	タイミング	2
たいよう	太陽	2
たかい	高い	3
たかかった	高かった	1
たかく	高く	1
たかくて	高くて	1
たかくない	高くない	1
だから	だから	2
たしかに	確かに	2
たしかめた	確かめた	1
たしかめて	確かめて	1
たしかめない	確かめない	1
たしかめました	確かめました	1
たしかめます	確かめます	1
たしかめる	確かめる	2
だした	出した	1
だしました	出しました	1
だします	出します	1
だす	出す	2
たすけた	助けた	1
たすけて	助けて	1
たすけない	助けない	1
たすけました	助けました	1
たすけます	助けます	1
たすける	助ける	2
ただしい	正しい	2
ただしかった	正しかった	1
ただしく	正しく	1
ただしくて	正しくて	1
ただしくない	正しくない	1
たちました	立ちました	1
たちます	立ちます	1
たつ	立つ	2
たった	立った	1
たてた	立てた	1
たてて	立てて	1
たてない	立てない	1
たてました	立てました	1
たてます	立てます	1
たてもの	建物	2
たてる	立てる	2
たのしい	楽しい	3
たのしかった	楽しかった	1
たのしく	楽しく	1
たのしくて	楽しくて	1
たのしくない	楽しくない	1
たのしみ	楽しみ	3
たのみました	頼みました	1
たのみます	頼みます	1
たのむ	頼む	2
たのんだ	頼んだ	1
たぶん	多分	2
たべた	食べた	1
たべて	食べて	1
たべない	食べない	1
たべました	食べました	1
たべます	食べます	1
たべる	食べる	3
たまご	卵	2
だめ	だめ	2
たりた	足りた	1
たりて	足りて	1
たりない	足りない	1
たりました	足りました	1
たります	足ります	1
たりる	足りる	2
だれ	誰	3
たんじょうび	誕生日	3
たんとう	担当	3
ちいさい	小さい	3
ちいさかった	小さかった	1
ちいさく	小さく	1
ちいさくて	小さくて	1
ちいさくない	小さくない	1
ちーむ	チーム	3
ちかい	近い	2
ちがいました	違いました	1
ちがいます	違います	1
